关系ID,关系类型,起始节点ID,结束节点ID,关系属性
695,CAUSED_BY,1139,1110,{triplet_source_id: 193fd6ea-a586-428f-a13d-642e1a92b08d}
696,ROOT_CAUSE_IS,1110,1103,{triplet_source_id: 193fd6ea-a586-428f-a13d-642e1a92b08d}
697,CAUSED_BY,1140,1141,{triplet_source_id: 99cd802e-7ea0-43e6-a691-49e7e0d678fd}
698,OCCURS_IN_STAGE,1140,1142,{triplet_source_id: 99cd802e-7ea0-43e6-a691-49e7e0d678fd}
699,ROOT_CAUSE_IS,1143,1103,{triplet_source_id: e29c56f0-d302-44ce-84a8-ab5e656e175a}
700,CAUSED_BY,1144,1106,{triplet_source_id: e29c56f0-d302-44ce-84a8-ab5e656e175a}
701,CAUSED_BY,1145,1106,{triplet_source_id: e29c56f0-d302-44ce-84a8-ab5e656e175a}
702,CAUSED_BY,1109,1146,{triplet_source_id: 0495e0b9-fb98-4788-a0eb-0331a810dca9}
703,CAUSED_BY,1109,1147,{triplet_source_id: 0495e0b9-fb98-4788-a0eb-0331a810dca9}
704,CAUSED_BY,1109,1148,{triplet_source_id: 017e6c7e-8378-40b4-9b69-f3ab6ebf461d}
705,OCCURS_IN_STAGE,1109,1149,{triplet_source_id: 017e6c7e-8378-40b4-9b69-f3ab6ebf461d}
706,CAUSED_BY,1109,1150,{triplet_source_id: 95b7cc3f-3b0b-421e-b92a-356a68c34783}
707,CAUSED_BY,1109,1151,{triplet_source_id: 95b7cc3f-3b0b-421e-b92a-356a68c34783}
708,CAUSED_BY,1109,1152,{triplet_source_id: 95b7cc3f-3b0b-421e-b92a-356a68c34783}
709,CAUSED_BY,1109,1153,{triplet_source_id: 95b7cc3f-3b0b-421e-b92a-356a68c34783}
710,OCCURS_IN_STAGE,1109,1154,{triplet_source_id: 95b7cc3f-3b0b-421e-b92a-356a68c34783}
711,CAUSED_BY,1155,1100,{triplet_source_id: 64fbebca-9ad5-4dfe-a7e2-466e28c8c6a2}
712,OCCURS_IN_STAGE,1155,1156,{triplet_source_id: 64fbebca-9ad5-4dfe-a7e2-466e28c8c6a2}
713,OCCURS_IN_STAGE,1157,1158,{triplet_source_id: aeed59a7-88c0-4bce-a022-c1e4ddd97353}
714,ROOT_CAUSE_IS,1159,1160,{triplet_source_id: aeed59a7-88c0-4bce-a022-c1e4ddd97353}
715,ROOT_CAUSE_IS,1161,1103,{triplet_source_id: 801d3deb-eb8e-4b56-bd6f-3c579d69acd4}
716,CAUSED_BY,1130,1162,{triplet_source_id: d473cc16-5bfd-4ed1-992b-ed452628d0f5}
717,OCCURS_IN_STAGE,1163,1164,{triplet_source_id: d473cc16-5bfd-4ed1-992b-ed452628d0f5}
718,CAUSED_BY,1165,1100,{triplet_source_id: 9f515239-a518-422f-8157-40022f0b7ac4}
719,CAUSED_BY,1165,1166,{triplet_source_id: 9f515239-a518-422f-8157-40022f0b7ac4}
720,OCCURS_IN_STAGE,1165,1111,{triplet_source_id: 9f515239-a518-422f-8157-40022f0b7ac4}
721,CAUSED_BY,1130,1166,{triplet_source_id: 2444661c-044e-4681-bba3-285349f0e072}
722,OCCURS_IN_STAGE,1167,1168,{triplet_source_id: 2444661c-044e-4681-bba3-285349f0e072}
723,OCCURS_IN_STAGE,1169,1170,{triplet_source_id: 13f6ac0d-411e-4205-9163-817ff032c538}
724,CAUSED_BY,1109,1171,{triplet_source_id: 1a9f1de5-e56a-4035-85f0-b1be7f93e851}
725,CAUSED_BY,1100,1172,{triplet_source_id: 1e9d2d7d-c381-4c30-b8a6-d1795d451586}
726,OCCURS_IN_STAGE,1172,1111,{triplet_source_id: 1e9d2d7d-c381-4c30-b8a6-d1795d451586}
727,ROOT_CAUSE_IS,1100,1173,{triplet_source_id: 316b4247-a7b3-42bb-90c6-5b46836565ff}
728,OCCURS_IN_STAGE,1174,1111,{triplet_source_id: 316b4247-a7b3-42bb-90c6-5b46836565ff}
729,OCCURS_IN_STAGE,1175,1176,{triplet_source_id: 3c72b661-daa1-48c8-ad09-9b16714d441e}
730,CAUSED_BY,1175,1100,{triplet_source_id: 3c72b661-daa1-48c8-ad09-9b16714d441e}
731,CAUSED_BY,1175,1177,{triplet_source_id: 3c72b661-daa1-48c8-ad09-9b16714d441e}
732,ROOT_CAUSE_IS,1173,1103,{triplet_source_id: 3c72b661-daa1-48c8-ad09-9b16714d441e}
733,CAUSED_BY,1109,1178,{triplet_source_id: 70569969-d236-46a7-8127-f9a5ea9d4fb1}
734,OCCURS_IN_STAGE,1109,1179,{triplet_source_id: da5dfbf9-8ef2-448c-aa72-d30d2c9fd9c0}
735,ROOT_CAUSE_IS,1180,1181,{triplet_source_id: da5dfbf9-8ef2-448c-aa72-d30d2c9fd9c0}
736,CAUSED_BY,1109,1182,{triplet_source_id: 6c10c466-fcac-4ad6-8eff-3b34251b505f}
737,ROOT_CAUSE_IS,1183,1184,{triplet_source_id: 9d184f56-82a9-4b04-83eb-dcb6b76b41d0}
738,ROOT_CAUSE_IS,1185,1184,{triplet_source_id: 9d184f56-82a9-4b04-83eb-dcb6b76b41d0}
739,ROOT_CAUSE_IS,1186,1184,{triplet_source_id: 9d184f56-82a9-4b04-83eb-dcb6b76b41d0}
740,ROOT_CAUSE_IS,1187,1184,{triplet_source_id: 9d184f56-82a9-4b04-83eb-dcb6b76b41d0}
741,CAUSED_BY,1188,1100,{triplet_source_id: 31e9f95a-bc88-4eff-a862-7634bed28275}
742,OCCURS_IN_STAGE,1188,1111,{triplet_source_id: 31e9f95a-bc88-4eff-a862-7634bed28275}
743,CAUSED_BY,1130,1189,{triplet_source_id: 20cae376-5bf4-454d-801f-e2b17d3e8067}
744,OCCURS_IN_STAGE,1190,1191,{triplet_source_id: d4f90232-2367-4b8c-ac0f-b0fa6ae6f067}
745,OCCURS_IN_STAGE,1109,1192,{triplet_source_id: 08accfc1-3ba0-4497-bb63-2a45918c3bfd}
746,CAUSED_BY,1100,1109,{triplet_source_id: 08accfc1-3ba0-4497-bb63-2a45918c3bfd}
747,CAUSED_BY,1100,1193,{triplet_source_id: 00e7eeb5-b597-4b3d-83aa-84c24d4b8969}
748,OCCURS_IN_STAGE,1193,1111,{triplet_source_id: 00e7eeb5-b597-4b3d-83aa-84c24d4b8969}
749,CAUSED_BY,1106,32,{triplet_source_id: 20a257ca-e8a9-4176-9421-d5ccaa245b4a}
750,OCCURS_IN_STAGE,33,34,{triplet_source_id: 20a257ca-e8a9-4176-9421-d5ccaa245b4a}
751,ROOT_CAUSE_IS,35,36,{triplet_source_id: d4608cc1-8b22-4a7f-ae67-dc41062818d2}
752,CAUSED_BY,37,38,{triplet_source_id: d4608cc1-8b22-4a7f-ae67-dc41062818d2}
753,OCCURS_IN_STAGE,39,40,{triplet_source_id: d4608cc1-8b22-4a7f-ae67-dc41062818d2}
754,OCCURS_IN_STAGE,39,1111,{triplet_source_id: a41353e2-1c85-4433-9406-e35cfc266ccb}
755,OCCURS_IN_STAGE,41,42,{triplet_source_id: 32795f30-5239-4126-8b3f-e77455eb6461}
756,OCCURS_IN_STAGE,1130,43,{triplet_source_id: 5c8c8747-da79-4ff5-87b7-50d83459c0fe}
757,CAUSED_BY,1109,44,{triplet_source_id: 02a9555c-7055-461c-bdfd-baed12a263ec}
758,OCCURS_IN_STAGE,1109,45,{triplet_source_id: 02a9555c-7055-461c-bdfd-baed12a263ec}
759,CAUSED_BY,46,47,{triplet_source_id: ef92379c-5589-4091-af27-2a880057e374}
760,CAUSED_BY,46,48,{triplet_source_id: ef92379c-5589-4091-af27-2a880057e374}
761,OCCURS_IN_STAGE,49,50,{triplet_source_id: 35391b52-aa7f-4ac4-b7ee-7fabcca02e77}
762,ROOT_CAUSE_IS,1103,36,{triplet_source_id: 35391b52-aa7f-4ac4-b7ee-7fabcca02e77}
763,CAUSED_BY,1109,51,{triplet_source_id: 9810b555-1dd8-4ced-90e5-d6f71a1d5ecb}
764,CAUSED_BY,1109,52,{triplet_source_id: 9810b555-1dd8-4ced-90e5-d6f71a1d5ecb}
765,OCCURS_IN_STAGE,1111,1169,{triplet_source_id: 8c327307-7f6a-4d02-b224-9e0053c01a59}
766,ROOT_CAUSE_IS,1100,53,{triplet_source_id: 0a11e443-ade3-4e75-85d5-9343896921be}
767,OCCURS_IN_STAGE,54,55,{triplet_source_id: 0a11e443-ade3-4e75-85d5-9343896921be}
768,ROOT_CAUSE_IS,56,1103,{triplet_source_id: ef131701-7a7c-4208-a295-c4feb3f744f2}
769,CAUSED_BY,1109,57,{triplet_source_id: eca60f86-c7f2-4583-9c66-d493f1dbc0a4}
770,OCCURS_IN_STAGE,1109,58,{triplet_source_id: eca60f86-c7f2-4583-9c66-d493f1dbc0a4}
771,ROOT_CAUSE_IS,59,1110,{triplet_source_id: 2fccebfb-0a30-4cf5-823d-3450c3952d88}
772,OCCURS_IN_STAGE,60,61,{triplet_source_id: 2fccebfb-0a30-4cf5-823d-3450c3952d88}
773,OCCURS_IN_STAGE,1109,62,{triplet_source_id: 7ff21801-c173-45fe-abd2-7db117cb40f9}
774,OCCURS_IN_STAGE,63,64,{triplet_source_id: e2f96a09-4d9c-48c8-ac53-ab7f60a249e2}
775,CAUSED_BY,65,66,{triplet_source_id: e4245826-1123-4adf-910c-2200297bff91}
776,OCCURS_IN_STAGE,67,1111,{triplet_source_id: bfb40137-7d64-4b01-ac09-05d07e7a8d98}
777,OCCURS_IN_STAGE,1109,68,{triplet_source_id: 647ff284-c665-4e63-bef6-4efaf8f970e8}
778,OCCURS_IN_STAGE,63,69,{triplet_source_id: 5a6702a7-cf4a-4c65-9d2e-1253f55a6a26}
779,OCCURS_IN_STAGE,1169,1111,{triplet_source_id: ff1b3829-12a3-408d-8b8d-90e919b93747}
780,OCCURS_IN_STAGE,70,71,{triplet_source_id: a88ddb1d-1b8c-4de3-9956-78ae95f38de8}
781,ROOT_CAUSE_IS,1103,72,{triplet_source_id: a88ddb1d-1b8c-4de3-9956-78ae95f38de8}
782,ROOT_CAUSE_IS,35,1103,{triplet_source_id: 5ed0fa9c-4b71-4bf4-8d33-d29bb82d7bff}
783,CAUSED_BY,1099,73,{triplet_source_id: 5c1759c6-0a1c-4202-9bbf-940faea1a50e}
784,CAUSED_BY,37,1099,{triplet_source_id: 5c1759c6-0a1c-4202-9bbf-940faea1a50e}
785,CAUSED_BY,74,1110,{triplet_source_id: 6f5f689c-bd3c-4aa2-a749-bccdecbda6c4}
786,CAUSED_BY,1099,1110,{triplet_source_id: 6f5f689c-bd3c-4aa2-a749-bccdecbda6c4}
787,CAUSED_BY,74,1103,{triplet_source_id: 6f5f689c-bd3c-4aa2-a749-bccdecbda6c4}
788,CAUSED_BY,1099,1103,{triplet_source_id: 6f5f689c-bd3c-4aa2-a749-bccdecbda6c4}
789,OCCURS_IN_STAGE,75,1111,{triplet_source_id: ce17e2e2-0ceb-499e-ab50-437bebb2c4da}
790,CAUSED_BY,75,1100,{triplet_source_id: ce17e2e2-0ceb-499e-ab50-437bebb2c4da}
791,CAUSED_BY,75,76,{triplet_source_id: ce17e2e2-0ceb-499e-ab50-437bebb2c4da}
792,CAUSED_BY,1100,75,{triplet_source_id: 895d5eac-f08d-437f-9c85-f6ad1d7792cf}
793,CAUSED_BY,77,75,{triplet_source_id: 895d5eac-f08d-437f-9c85-f6ad1d7792cf}
794,CAUSED_BY,76,75,{triplet_source_id: 895d5eac-f08d-437f-9c85-f6ad1d7792cf}
795,CAUSED_BY,78,75,{triplet_source_id: 895d5eac-f08d-437f-9c85-f6ad1d7792cf}
796,CAUSED_BY,1100,79,{triplet_source_id: 6478d08c-2c23-4b50-a4a3-9110b08d5cbc}
797,OCCURS_IN_STAGE,79,1111,{triplet_source_id: 6478d08c-2c23-4b50-a4a3-9110b08d5cbc}
798,CAUSED_BY,1118,1110,{triplet_source_id: 434a9004-5cc9-4d7b-991f-661300088eaa}
799,CAUSED_BY,1118,1108,{triplet_source_id: 15968cd8-5cca-4c34-b24a-046288c4df28}
800,OCCURS_IN_STAGE,80,81,{triplet_source_id: 10e61814-2738-46d3-a3f4-1a91c9f74075}
801,CAUSED_BY,82,1111,{triplet_source_id: bc3ec1f0-edc7-4719-872d-6c7006636339}
802,CAUSED_BY,82,83,{triplet_source_id: bc3ec1f0-edc7-4719-872d-6c7006636339}
803,CAUSED_BY,82,84,{triplet_source_id: bc3ec1f0-edc7-4719-872d-6c7006636339}
804,OCCURS_IN_STAGE,85,1111,{triplet_source_id: d558077f-9dd8-44d2-a4df-74cee0b88f08}
805,CAUSED_BY,85,1100,{triplet_source_id: d558077f-9dd8-44d2-a4df-74cee0b88f08}
806,CAUSED_BY,85,86,{triplet_source_id: d558077f-9dd8-44d2-a4df-74cee0b88f08}
807,CAUSED_BY,85,1107,{triplet_source_id: d558077f-9dd8-44d2-a4df-74cee0b88f08}
808,CAUSED_BY,85,87,{triplet_source_id: d558077f-9dd8-44d2-a4df-74cee0b88f08}
809,CAUSED_BY,1118,66,{triplet_source_id: 379c6482-61ab-4303-b272-7c445178263e}
810,ROOT_CAUSE_IS,1100,88,{triplet_source_id: d5cdaa19-948e-401b-a360-12708b0ce127}
811,OCCURS_IN_STAGE,89,1111,{triplet_source_id: d5cdaa19-948e-401b-a360-12708b0ce127}
812,CAUSED_BY,1118,90,{triplet_source_id: 0ce90dbb-d29d-4408-aa4d-83f18e386ec3}
813,CAUSED_BY,1118,91,{triplet_source_id: 0ce90dbb-d29d-4408-aa4d-83f18e386ec3}
814,CAUSED_BY,1099,90,{triplet_source_id: 0ce90dbb-d29d-4408-aa4d-83f18e386ec3}
815,CAUSED_BY,1099,91,{triplet_source_id: 0ce90dbb-d29d-4408-aa4d-83f18e386ec3}
816,ROOT_CAUSE_IS,92,36,{triplet_source_id: b3cf6364-cb97-43e7-957b-7e57587fae16}
817,OCCURS_IN_STAGE,93,94,{triplet_source_id: b3cf6364-cb97-43e7-957b-7e57587fae16}
818,CAUSED_BY,1109,95,{triplet_source_id: def3dcce-20f1-4092-8173-bcba87195220}
819,CAUSED_BY,1109,96,{triplet_source_id: def3dcce-20f1-4092-8173-bcba87195220}
820,OCCURS_IN_STAGE,97,98,{triplet_source_id: ec6e4bfc-42a0-4d17-8348-4cf936488329}
821,CAUSED_BY,99,1110,{triplet_source_id: 71571dba-d18b-46c4-b929-9b41ea563a4b}
822,CAUSED_BY,1169,1110,{triplet_source_id: 71571dba-d18b-46c4-b929-9b41ea563a4b}
823,OCCURS_IN_STAGE,1111,100,{triplet_source_id: 507aed4d-15cb-4941-9eeb-a7d49c5edd98}
824,CAUSED_BY,1118,101,{triplet_source_id: 959ca4ed-f28a-4585-b6e3-c731e23866cc}
825,OCCURS_IN_STAGE,102,1111,{triplet_source_id: d1bfa988-6346-431b-b193-357b83a1f520}
826,CAUSED_BY,1100,102,{triplet_source_id: d1bfa988-6346-431b-b193-357b83a1f520}
827,ROOT_CAUSE_IS,103,1103,{triplet_source_id: 537dd9dc-ce3f-49c2-aa51-df6c00430719}
828,CAUSED_BY,104,1106,{triplet_source_id: 9d02165e-147d-497b-b600-d3593328941f}
829,CAUSED_BY,105,1106,{triplet_source_id: 9d02165e-147d-497b-b600-d3593328941f}
830,OCCURS_IN_STAGE,1106,106,{triplet_source_id: 0b579c6b-3456-46e3-b262-08133843ad45}
831,CAUSED_BY,1130,107,{triplet_source_id: cdacd730-cac7-4891-b4da-2cf101d6e5ac}
832,ROOT_CAUSE_IS,1100,1113,{triplet_source_id: cdacd730-cac7-4891-b4da-2cf101d6e5ac}
833,CAUSED_BY,1106,1110,{triplet_source_id: 0b92022b-65b4-4893-b016-953ae332e464}
834,CAUSED_BY,1099,108,{triplet_source_id: 8d426cdf-75bd-4ee6-b14f-e556b02d740c}
835,OCCURS_IN_STAGE,1099,1192,{triplet_source_id: 8d426cdf-75bd-4ee6-b14f-e556b02d740c}
836,ROOT_CAUSE_IS,1100,109,{triplet_source_id: 1d8d4ce9-ff85-4dc2-9018-bab07e69dfb1}
837,CAUSED_BY,110,1100,{triplet_source_id: 1d8d4ce9-ff85-4dc2-9018-bab07e69dfb1}
838,OCCURS_IN_STAGE,1130,111,{triplet_source_id: 1315bea0-b46f-4a45-bd98-5878a0fc0eb9}
839,CAUSED_BY,1110,1130,{triplet_source_id: 1315bea0-b46f-4a45-bd98-5878a0fc0eb9}
840,CAUSED_BY,1100,1169,{triplet_source_id: 9fe3c93e-1517-48ed-a5a1-88c2150ff0ee}
841,OCCURS_IN_STAGE,1106,1111,{triplet_source_id: 7825373d-1ad0-4a9a-bd14-544173a8c3fa}
842,ROOT_CAUSE_IS,112,1103,{triplet_source_id: 5dadf528-51ad-4e9b-bf7e-14b9d8a7f105}
843,OCCURS_IN_STAGE,113,1111,{triplet_source_id: 5dadf528-51ad-4e9b-bf7e-14b9d8a7f105}
844,CAUSED_BY,1109,114,{triplet_source_id: d5548946-ddc4-47eb-8504-e9dd7be915e2}
845,OCCURS_IN_STAGE,115,1174,{triplet_source_id: 57b3e9e8-150b-4444-8717-2b17532071f1}
846,OCCURS_IN_STAGE,1169,116,{triplet_source_id: 1b24e166-7815-412e-940c-4c2de52545b0}
847,CAUSED_BY,1118,117,{triplet_source_id: 162dddf4-5cb3-45e0-b223-5020f600a9b0}
848,CAUSED_BY,118,1110,{triplet_source_id: b30c91a7-5932-4c69-994a-e6e303689024}
849,CAUSED_BY,118,1103,{triplet_source_id: b30c91a7-5932-4c69-994a-e6e303689024}
850,CAUSED_BY,1110,119,{triplet_source_id: ad28f766-fea0-45d6-b9e4-19c16d4b10ea}
851,OCCURS_IN_STAGE,119,120,{triplet_source_id: ad28f766-fea0-45d6-b9e4-19c16d4b10ea}
852,CAUSED_BY,1109,119,{triplet_source_id: 1aafe5c8-ebf1-4ad5-9392-c1419ea34075}
853,OCCURS_IN_STAGE,1109,121,{triplet_source_id: a6059851-edb3-4191-bb5d-fa764fed0353}
854,CAUSED_BY,1113,1109,{triplet_source_id: a6059851-edb3-4191-bb5d-fa764fed0353}
855,OCCURS_IN_STAGE,1109,122,{triplet_source_id: f9a4a657-f450-491a-bf49-226a66575adb}
856,OCCURS_IN_STAGE,1169,123,{triplet_source_id: b45179a9-ae31-4afd-a0b8-d0da8f3d7c70}
857,OCCURS_IN_STAGE,124,1111,{triplet_source_id: 201ef1f5-0b91-4a87-bd42-cf9c8d9b8c64}
858,OCCURS_IN_STAGE,1169,120,{triplet_source_id: f2f60ae0-d603-4a51-ba74-38d0f5b8080b}
859,CAUSED_BY,125,1100,{triplet_source_id: f1af5f67-f12c-4be9-a395-78bdc4b7b289}
860,CAUSED_BY,126,1130,{triplet_source_id: c2011a7b-6a83-4445-b563-aae4cd64c6c7}
861,OCCURS_IN_STAGE,1130,127,{triplet_source_id: c62af996-14e9-4f6d-b9c8-d4df4771c453}
862,ROOT_CAUSE_IS,128,1103,{triplet_source_id: 7c5ef030-edae-4de0-9d26-002a7143fc73}
863,CAUSED_BY,1188,129,{triplet_source_id: 7c5ef030-edae-4de0-9d26-002a7143fc73}
864,OCCURS_IN_STAGE,130,131,{triplet_source_id: f42271c5-2b7b-4594-91db-f36fa3e763c8}
865,CAUSED_BY,130,132,{triplet_source_id: f42271c5-2b7b-4594-91db-f36fa3e763c8}
866,CAUSED_BY,130,133,{triplet_source_id: f42271c5-2b7b-4594-91db-f36fa3e763c8}
867,CAUSED_BY,134,1169,{triplet_source_id: 02fe3498-8a26-40e6-9412-c9275017637a}
868,ROOT_CAUSE_IS,1103,135,{triplet_source_id: b2b4f6e7-fa9b-4c11-9b2f-806a1729ed35}
869,OCCURS_IN_STAGE,1169,136,{triplet_source_id: b2b4f6e7-fa9b-4c11-9b2f-806a1729ed35}
870,OCCURS_IN_STAGE,1169,137,{triplet_source_id: 27e13923-01da-40ad-a54b-4f9ca63c7bb6}
871,OCCURS_IN_STAGE,1109,138,{triplet_source_id: 5fe8691d-8961-42f4-9575-1280fd428594}
872,ROOT_CAUSE_IS,1103,1117,{triplet_source_id: 5fe8691d-8961-42f4-9575-1280fd428594}
873,OCCURS_IN_STAGE,1111,139,{triplet_source_id: fb85570a-84a1-45cb-9e64-0e0fa820513f}
874,OCCURS_IN_STAGE,1169,140,{triplet_source_id: 9778fed5-3bfc-4a42-a273-3d4c0b9a0a2b}
875,ROOT_CAUSE_IS,141,1103,{triplet_source_id: da826091-0e7e-40f1-a242-4ca66d1728b9}
876,CAUSED_BY,1109,142,{triplet_source_id: e7ba3645-c204-4bc4-9628-2181082fca0a}
877,OCCURS_IN_STAGE,143,1111,{triplet_source_id: fbb3e5dd-f667-4bc0-8cc4-00000455f068}
878,CAUSED_BY,1100,143,{triplet_source_id: fbb3e5dd-f667-4bc0-8cc4-00000455f068}
879,CAUSED_BY,1099,144,{triplet_source_id: 6ccecbf5-0bc9-43cf-92b6-9d2253402536}
880,CAUSED_BY,1109,145,{triplet_source_id: 5d09f7b2-238a-44b7-8ad1-b70a3fc1228f}
881,CAUSED_BY,1109,146,{triplet_source_id: 5d09f7b2-238a-44b7-8ad1-b70a3fc1228f}
882,CAUSED_BY,1109,147,{triplet_source_id: a19d57b2-7d47-47fe-b4cd-d09a9f65b3e9}
883,CAUSED_BY,1109,1098,{triplet_source_id: a19d57b2-7d47-47fe-b4cd-d09a9f65b3e9}
884,CAUSED_BY,1109,148,{triplet_source_id: 2d22d562-9bec-4693-996e-b5dd7c34bc47}
885,CAUSED_BY,1109,149,{triplet_source_id: 0bbcd5b9-2244-4d23-96f5-f6fbdf528d26}
886,ROOT_CAUSE_IS,1100,1102,{triplet_source_id: 99bac590-258c-4272-bec9-dc97d319eb00}
887,CAUSED_BY,1109,150,{triplet_source_id: 17d67d7e-e7f5-4685-bbd0-e32d6afbe9f3}
888,CAUSED_BY,1109,151,{triplet_source_id: 17d67d7e-e7f5-4685-bbd0-e32d6afbe9f3}
889,OCCURS_IN_STAGE,1109,152,{triplet_source_id: 17d67d7e-e7f5-4685-bbd0-e32d6afbe9f3}
890,ROOT_CAUSE_IS,150,153,{triplet_source_id: 17d67d7e-e7f5-4685-bbd0-e32d6afbe9f3}
891,ADJACENT_TO,2,3,"{""confidence"": 0.7023947982125268}"
892,ADJACENT_TO,4,2,"{""confidence"": 0.646}"
893,ADJACENT_TO,5,2,"{""confidence"": 0.6080000000000001}"
894,ADJACENT_TO,4,3,"{""confidence"": 0.646}"
895,ADJACENT_TO,5,3,"{""confidence"": 0.6080000000000001}"
896,CONTAINS,4,5,"{""confidence"": 0.6119999999999846}"
897,ADJACENT_TO,10,8,"{""confidence"": 0.646}"
898,ADJACENT_TO,11,8,"{""confidence"": 0.6080000000000001}"
899,ADJACENT_TO,10,9,"{""confidence"": 0.646}"
900,ADJACENT_TO,11,9,"{""confidence"": 0.6080000000000001}"
901,CONTAINS,10,11,"{""confidence"": 0.611999999999979}"
902,ADJACENT_TO,12,13,"{""confidence"": 0.4481060731952403}"
903,ADJACENT_TO,15,12,"{""confidence"": 0.646}"
904,ADJACENT_TO,16,12,"{""confidence"": 0.6080000000000001}"
905,ADJACENT_TO,13,14,"{""confidence"": 0.4568888688019121}"
906,ADJACENT_TO,15,13,"{""confidence"": 0.646}"
907,ADJACENT_TO,16,13,"{""confidence"": 0.6080000000000001}"
908,ADJACENT_TO,15,14,"{""confidence"": 0.646}"
909,ADJACENT_TO,16,14,"{""confidence"": 0.6080000000000001}"
910,CONTAINS,15,16,"{""confidence"": 0.6119999999999775}"
911,ADJACENT_TO,21,19,"{""confidence"": 0.646}"
912,ADJACENT_TO,22,19,"{""confidence"": 0.6080000000000001}"
913,ADJACENT_TO,21,20,"{""confidence"": 0.646}"
914,ADJACENT_TO,22,20,"{""confidence"": 0.6080000000000001}"
915,CONTAINS,21,22,"{""confidence"": 0.6119999999999954}"
916,ADJACENT_TO,24,25,"{""confidence"": 0.3860694444444445}"
917,ADJACENT_TO,29,24,"{""confidence"": 0.646}"
918,ADJACENT_TO,30,24,"{""confidence"": 0.6080000000000001}"
919,ADJACENT_TO,25,26,"{""confidence"": 0.709465277777778}"
920,ADJACENT_TO,29,25,"{""confidence"": 0.646}"
921,ADJACENT_TO,30,25,"{""confidence"": 0.6080000000000001}"
922,ADJACENT_TO,29,26,"{""confidence"": 0.646}"
923,ADJACENT_TO,30,26,"{""confidence"": 0.6080000000000001}"
924,ADJACENT_TO,27,28,"{""confidence"": 0.5835129310344829}"
925,ADJACENT_TO,29,27,"{""confidence"": 0.646}"
926,ADJACENT_TO,30,27,"{""confidence"": 0.6080000000000001}"
927,ADJACENT_TO,29,28,"{""confidence"": 0.646}"
928,ADJACENT_TO,30,28,"{""confidence"": 0.6080000000000001}"
929,CONTAINS,29,30,"{""confidence"": 0.6119999999999962}"
930,ADJACENT_TO,33,31,"{""confidence"": 0.646}"
931,ADJACENT_TO,34,31,"{""confidence"": 0.6080000000000001}"
932,ADJACENT_TO,33,32,"{""confidence"": 0.646}"
933,ADJACENT_TO,34,32,"{""confidence"": 0.6080000000000001}"
934,CONTAINS,33,34,"{""confidence"": 0.6119999999999775}"
935,ADJACENT_TO,35,36,"{""confidence"": 0.5055679512698146}"
936,ADJACENT_TO,39,35,"{""confidence"": 0.646}"
937,ADJACENT_TO,40,35,"{""confidence"": 0.6080000000000001}"
938,ADJACENT_TO,36,37,"{""confidence"": 0.6781956332142663}"
939,ADJACENT_TO,39,36,"{""confidence"": 0.646}"
940,ADJACENT_TO,40,36,"{""confidence"": 0.6080000000000001}"
941,ADJACENT_TO,37,38,"{""confidence"": 0.4609496519931297}"
942,ADJACENT_TO,39,37,"{""confidence"": 0.646}"
943,ADJACENT_TO,40,37,"{""confidence"": 0.6080000000000001}"
944,ADJACENT_TO,39,38,"{""confidence"": 0.646}"
945,ADJACENT_TO,40,38,"{""confidence"": 0.6080000000000001}"
946,CONTAINS,39,40,"{""confidence"": 0.6119999999999775}"
947,ADJACENT_TO,42,44,"{""confidence"": 0.5538606468571835}"
948,ADJACENT_TO,45,42,"{""confidence"": 0.646}"
949,ADJACENT_TO,46,42,"{""confidence"": 0.6080000000000001}"
950,ADJACENT_TO,43,44,"{""confidence"": 0.3287616039566386}"
951,ADJACENT_TO,45,43,"{""confidence"": 0.646}"
952,ADJACENT_TO,46,43,"{""confidence"": 0.6080000000000001}"
953,ADJACENT_TO,45,44,"{""confidence"": 0.646}"
954,ADJACENT_TO,46,44,"{""confidence"": 0.6080000000000001}"
955,CONTAINS,45,46,"{""confidence"": 0.6119999999999776}"
956,ADJACENT_TO,48,49,"{""confidence"": 0.6352546438219508}"
957,ADJACENT_TO,49,50,"{""confidence"": 0.5826817006837397}"
958,ADJACENT_TO,51,50,"{""confidence"": 0.646}"
959,ADJACENT_TO,52,50,"{""confidence"": 0.6080000000000001}"
960,CONTAINS,51,52,"{""confidence"": 0.6119999999999776}"
961,ADJACENT_TO,53,54,"{""confidence"": 0.6397904190629674}"
962,ADJACENT_TO,55,53,"{""confidence"": 0.646}"
963,ADJACENT_TO,56,53,"{""confidence"": 0.6080000000000001}"
964,ADJACENT_TO,55,54,"{""confidence"": 0.646}"
965,ADJACENT_TO,56,54,"{""confidence"": 0.6080000000000001}"
966,CONTAINS,55,56,"{""confidence"": 0.6119999999999776}"
967,ADJACENT_TO,57,58,"{""confidence"": 0.49712996489836964}"
968,ADJACENT_TO,57,63,"{""confidence"": 0.441031827348165}"
969,ADJACENT_TO,66,57,"{""confidence"": 0.646}"
970,ADJACENT_TO,67,57,"{""confidence"": 0.5186299781608493}"
971,ADJACENT_TO,58,65,"{""confidence"": 0.7096081374075648}"
972,ADJACENT_TO,66,58,"{""confidence"": 0.646}"
973,ADJACENT_TO,67,58,"{""confidence"": 0.5814916326199866}"
974,ADJACENT_TO,59,60,"{""confidence"": 0.3498944074317647}"
