关系ID,关系类型,起始节点ID,结束节点ID,关系属性
35,ADJACENT_TO,29,27,"{""confidence"": 0.646}"
36,ADJACENT_TO,30,27,"{""confidence"": 0.6080000000000001}"
37,ADJACENT_TO,29,28,"{""confidence"": 0.646}"
38,ADJACENT_TO,30,28,"{""confidence"": 0.6080000000000001}"
39,CONTAINS,29,30,"{""confidence"": 0.6119999999999962}"
40,ADJACENT_TO,33,31,"{""confidence"": 0.646}"
41,ADJACENT_TO,34,31,"{""confidence"": 0.6080000000000001}"
42,ADJACENT_TO,33,32,"{""confidence"": 0.646}"
43,ADJACENT_TO,34,32,"{""confidence"": 0.6080000000000001}"
44,CONTAINS,33,34,"{""confidence"": 0.6119999999999775}"
45,ADJACENT_TO,35,36,"{""confidence"": 0.5055679512698146}"
46,ADJACENT_TO,39,35,"{""confidence"": 0.646}"
47,ADJACENT_TO,40,35,"{""confidence"": 0.6080000000000001}"
48,ADJACENT_TO,36,37,"{""confidence"": 0.6781956332142663}"
49,ADJACENT_TO,39,36,"{""confidence"": 0.646}"
50,ADJACENT_TO,40,36,"{""confidence"": 0.6080000000000001}"
51,ADJACENT_TO,37,38,"{""confidence"": 0.4609496519931297}"
52,ADJACENT_TO,39,37,"{""confidence"": 0.646}"
53,ADJACENT_TO,40,37,"{""confidence"": 0.6080000000000001}"
54,ADJACENT_TO,39,38,"{""confidence"": 0.646}"
55,ADJACENT_TO,40,38,"{""confidence"": 0.6080000000000001}"
56,CONTAINS,39,40,"{""confidence"": 0.6119999999999775}"
57,ADJACENT_TO,42,44,"{""confidence"": 0.5538606468571835}"
58,ADJACENT_TO,45,42,"{""confidence"": 0.646}"
59,ADJACENT_TO,46,42,"{""confidence"": 0.6080000000000001}"
60,ADJACENT_TO,43,44,"{""confidence"": 0.3287616039566386}"
61,ADJACENT_TO,45,43,"{""confidence"": 0.646}"
62,ADJACENT_TO,46,43,"{""confidence"": 0.6080000000000001}"
63,ADJACENT_TO,45,44,"{""confidence"": 0.646}"
64,ADJACENT_TO,46,44,"{""confidence"": 0.6080000000000001}"
65,CONTAINS,45,46,"{""confidence"": 0.6119999999999776}"
66,ADJACENT_TO,48,49,"{""confidence"": 0.6352546438219508}"
67,ADJACENT_TO,49,50,"{""confidence"": 0.5826817006837397}"
68,ADJACENT_TO,51,50,"{""confidence"": 0.646}"
69,ADJACENT_TO,52,50,"{""confidence"": 0.6080000000000001}"
70,CONTAINS,51,52,"{""confidence"": 0.6119999999999776}"
71,ADJACENT_TO,53,54,"{""confidence"": 0.6397904190629674}"
72,ADJACENT_TO,55,53,"{""confidence"": 0.646}"
73,ADJACENT_TO,56,53,"{""confidence"": 0.6080000000000001}"
74,ADJACENT_TO,55,54,"{""confidence"": 0.646}"
75,ADJACENT_TO,56,54,"{""confidence"": 0.6080000000000001}"
76,CONTAINS,55,56,"{""confidence"": 0.6119999999999776}"
77,ADJACENT_TO,57,58,"{""confidence"": 0.49712996489836964}"
78,ADJACENT_TO,57,63,"{""confidence"": 0.441031827348165}"
79,ADJACENT_TO,66,57,"{""confidence"": 0.646}"
80,ADJACENT_TO,67,57,"{""confidence"": 0.5186299781608493}"
81,ADJACENT_TO,58,65,"{""confidence"": 0.7096081374075648}"
82,ADJACENT_TO,66,58,"{""confidence"": 0.646}"
83,ADJACENT_TO,67,58,"{""confidence"": 0.5814916326199866}"
84,ADJACENT_TO,59,60,"{""confidence"": 0.3498944074317647}"
85,ADJACENT_TO,59,61,"{""confidence"": 0.6099233186235734}"
86,ADJACENT_TO,59,62,"{""confidence"": 0.5685425709356753}"
87,ADJACENT_TO,66,59,"{""confidence"": 0.646}"
88,ADJACENT_TO,67,59,"{""confidence"": 0.6080000000000001}"
89,ADJACENT_TO,60,62,"{""confidence"": 0.6900239676957151}"
90,ADJACENT_TO,66,60,"{""confidence"": 0.646}"
91,ADJACENT_TO,67,60,"{""confidence"": 0.6080000000000001}"
92,ADJACENT_TO,61,62,"{""confidence"": 0.5846911553992439}"
93,ADJACENT_TO,63,64,"{""confidence"": 0.3159407877058778}"
94,ADJACENT_TO,66,63,"{""confidence"": 0.646}"
95,ADJACENT_TO,67,63,"{""confidence"": 0.4954651773837075}"
96,ADJACENT_TO,64,65,"{""confidence"": 0.711232919303807}"
97,ADJACENT_TO,66,64,"{""confidence"": 0.6041144478252422}"
98,ADJACENT_TO,67,64,"{""confidence"": 0.43172484545334155}"
99,ADJACENT_TO,66,65,"{""confidence"": 0.5920777793825591}"
100,ADJACENT_TO,67,65,"{""confidence"": 0.522265385802902}"
101,CONTAINS,66,67,"{""confidence"": 0.611999999999979}"
102,ADJACENT_TO,68,69,"{""confidence"": 0.48937343074307266}"
103,ADJACENT_TO,68,71,"{""confidence"": 0.711723324249694}"
104,ADJACENT_TO,68,72,"{""confidence"": 0.6715508644984977}"
105,ADJACENT_TO,68,73,"{""confidence"": 0.6164305127468562}"
106,ADJACENT_TO,68,74,"{""confidence"": 0.5304801337442973}"
107,ADJACENT_TO,68,75,"{""confidence"": 0.5230061877440741}"
108,ADJACENT_TO,68,76,"{""confidence"": 0.46695159274240516}"
109,ADJACENT_TO,77,68,"{""confidence"": 0.5885125217062751}"
110,ADJACENT_TO,78,68,"{""confidence"": 0.37149413807649423}"
111,ADJACENT_TO,69,70,"{""confidence"": 0.6883672429989985}"
112,ADJACENT_TO,69,71,"{""confidence"": 0.47068856574251644}"
113,ADJACENT_TO,69,74,"{""confidence"": 0.6388523507475242}"
114,ADJACENT_TO,69,75,"{""confidence"": 0.6313784047473013}"
115,ADJACENT_TO,69,76,"{""confidence"": 0.5753238097456322}"
116,ADJACENT_TO,77,69,"{""confidence"": 0.646}"
117,ADJACENT_TO,78,69,"{""confidence"": 0.6080000000000001}"
118,ADJACENT_TO,70,71,"{""confidence"": 0.7089205944996104}"
119,ADJACENT_TO,70,72,"{""confidence"": 0.45106945749193206}"
120,ADJACENT_TO,70,74,"{""confidence"": 0.6790248104987208}"
121,ADJACENT_TO,70,75,"{""confidence"": 0.6715508644984977}"
122,ADJACENT_TO,70,76,"{""confidence"": 0.6154962694968286}"
123,ADJACENT_TO,77,70,"{""confidence"": 0.646}"
124,ADJACENT_TO,78,70,"{""confidence"": 0.6080000000000001}"
125,ADJACENT_TO,71,72,"{""confidence"": 0.6977096754992764}"
126,ADJACENT_TO,71,73,"{""confidence"": 0.45667491699209867}"
127,ADJACENT_TO,71,75,"{""confidence"": 0.7173287837498609}"
128,ADJACENT_TO,71,76,"{""confidence"": 0.6612741887481918}"
129,ADJACENT_TO,77,71,"{""confidence"": 0.646}"
130,ADJACENT_TO,78,71,"{""confidence"": 0.6080000000000001}"
131,ADJACENT_TO,72,73,"{""confidence"": 0.7098548377496382}"
132,ADJACENT_TO,72,74,"{""confidence"": 0.4015545652404576}"
133,ADJACENT_TO,72,76,"{""confidence"": 0.695841188999221}"
134,ADJACENT_TO,77,72,"{""confidence"": 0.646}"
135,ADJACENT_TO,78,72,"{""confidence"": 0.6080000000000001}"
136,ADJACENT_TO,73,74,"{""confidence"": 0.6612741887481913}"
137,ADJACENT_TO,73,75,"{""confidence"": 0.4678858359924327}"
138,ADJACENT_TO,77,73,"{""confidence"": 0.646}"
139,ADJACENT_TO,78,73,"{""confidence"": 0.6080000000000001}"
140,ADJACENT_TO,74,75,"{""confidence"": 0.6836960267488593}"
141,ADJACENT_TO,74,76,"{""confidence"": 0.34923694323889976}"
142,ADJACENT_TO,77,74,"{""confidence"": 0.646}"
143,ADJACENT_TO,78,74,"{""confidence"": 0.6080000000000001}"
144,ADJACENT_TO,75,76,"{""confidence"": 0.7191972702499164}"
145,ADJACENT_TO,77,75,"{""confidence"": 0.646}"
146,ADJACENT_TO,78,75,"{""confidence"": 0.6080000000000001}"
147,ADJACENT_TO,77,76,"{""confidence"": 0.646}"
148,ADJACENT_TO,78,76,"{""confidence"": 0.5241199827126181}"
149,CONTAINS,77,78,"{""confidence"": 0.6119999999999776}"
150,ADJACENT_TO,79,80,"{""confidence"": 0.6657428745999251}"
151,ADJACENT_TO,81,79,"{""confidence"": 0.646}"
152,ADJACENT_TO,82,79,"{""confidence"": 0.6080000000000001}"
153,ADJACENT_TO,81,80,"{""confidence"": 0.646}"
154,ADJACENT_TO,82,80,"{""confidence"": 0.6080000000000001}"
155,CONTAINS,81,82,"{""confidence"": 0.6119999999999776}"
156,ADJACENT_TO,85,86,"{""confidence"": 0.6784916086655217}"
157,ADJACENT_TO,85,87,"{""confidence"": 0.4808909980214329}"
158,ADJACENT_TO,88,85,"{""confidence"": 0.646}"
159,ADJACENT_TO,89,85,"{""confidence"": 0.6080000000000001}"
160,ADJACENT_TO,88,86,"{""confidence"": 0.646}"
161,ADJACENT_TO,89,86,"{""confidence"": 0.6080000000000001}"
162,ADJACENT_TO,88,87,"{""confidence"": 0.646}"
163,ADJACENT_TO,89,87,"{""confidence"": 0.6080000000000001}"
164,CONTAINS,88,89,"{""confidence"": 0.6119999999999775}"
165,ADJACENT_TO,92,93,"{""confidence"": 0.6742486772486775}"
166,ADJACENT_TO,93,94,"{""confidence"": 0.4683210978835982}"
167,ADJACENT_TO,95,93,"{""confidence"": 0.646}"
168,ADJACENT_TO,96,93,"{""confidence"": 0.6080000000000001}"
169,CONTAINS,95,96,"{""confidence"": 0.6119999999999961}"
170,ADJACENT_TO,97,99,"{""confidence"": 0.5400443548387096}"
171,ADJACENT_TO,101,97,"{""confidence"": 0.646}"
172,ADJACENT_TO,102,97,"{""confidence"": 0.6080000000000001}"
173,ADJACENT_TO,98,100,"{""confidence"": 0.5719663978494625}"
174,ADJACENT_TO,101,98,"{""confidence"": 0.646}"
175,ADJACENT_TO,102,98,"{""confidence"": 0.6080000000000001}"
176,ADJACENT_TO,99,100,"{""confidence"": 0.6645403225806448}"
177,ADJACENT_TO,101,99,"{""confidence"": 0.646}"
178,ADJACENT_TO,102,99,"{""confidence"": 0.6080000000000001}"
179,ADJACENT_TO,101,100,"{""confidence"": 0.646}"
180,ADJACENT_TO,102,100,"{""confidence"": 0.6080000000000001}"
181,CONTAINS,101,102,"{""confidence"": 0.6119999999999913}"
182,ADJACENT_TO,109,110,"{""confidence"": 0.5480732323232326}"
183,ADJACENT_TO,111,109,"{""confidence"": 0.646}"
184,ADJACENT_TO,112,109,"{""confidence"": 0.6080000000000001}"
185,ADJACENT_TO,111,110,"{""confidence"": 0.646}"
186,ADJACENT_TO,112,110,"{""confidence"": 0.6080000000000001}"
187,CONTAINS,111,112,"{""confidence"": 0.6119999999999954}"
188,ADJACENT_TO,113,114,"{""confidence"": 0.680920736872716}"
189,ADJACENT_TO,115,113,"{""confidence"": 0.646}"
190,ADJACENT_TO,116,113,"{""confidence"": 0.6080000000000001}"
191,ADJACENT_TO,115,114,"{""confidence"": 0.646}"
192,ADJACENT_TO,116,114,"{""confidence"": 0.6080000000000001}"
193,CONTAINS,115,116,"{""confidence"": 0.6119999999999823}"
194,ADJACENT_TO,122,123,"{""confidence"": 0.6865015340241037}"
195,ADJACENT_TO,124,122,"{""confidence"": 0.646}"
196,ADJACENT_TO,125,122,"{""confidence"": 0.6080000000000001}"
197,ADJACENT_TO,124,123,"{""confidence"": 0.646}"
198,ADJACENT_TO,125,123,"{""confidence"": 0.6080000000000001}"
199,CONTAINS,124,125,"{""confidence"": 0.6119999999999952}"
200,ADJACENT_TO,129,126,"{""confidence"": 0.646}"
201,ADJACENT_TO,130,126,"{""confidence"": 0.6080000000000001}"
202,ADJACENT_TO,127,128,"{""confidence"": 0.4109880952380951}"
203,ADJACENT_TO,129,127,"{""confidence"": 0.646}"
204,ADJACENT_TO,130,127,"{""confidence"": 0.6080000000000001}"
205,ADJACENT_TO,129,128,"{""confidence"": 0.646}"
206,ADJACENT_TO,130,128,"{""confidence"": 0.6080000000000001}"
207,CONTAINS,129,130,"{""confidence"": 0.6119999999999961}"
208,ADJACENT_TO,132,134,"{""confidence"": 0.6503730158730159}"
209,ADJACENT_TO,135,132,"{""confidence"": 0.646}"
210,ADJACENT_TO,136,132,"{""confidence"": 0.6080000000000001}"
211,ADJACENT_TO,133,134,"{""confidence"": 0.6999609279609278}"
212,ADJACENT_TO,135,133,"{""confidence"": 0.646}"
213,ADJACENT_TO,136,133,"{""confidence"": 0.6080000000000001}"
214,ADJACENT_TO,135,134,"{""confidence"": 0.646}"
215,ADJACENT_TO,136,134,"{""confidence"": 0.6080000000000001}"
216,CONTAINS,135,136,"{""confidence"": 0.611999999999985}"
217,ADJACENT_TO,140,137,"{""confidence"": 0.646}"
218,ADJACENT_TO,141,137,"{""confidence"": 0.6080000000000001}"
219,ADJACENT_TO,140,138,"{""confidence"": 0.646}"
220,ADJACENT_TO,141,138,"{""confidence"": 0.6080000000000001}"
221,ADJACENT_TO,140,139,"{""confidence"": 0.6115943431225607}"
222,ADJACENT_TO,141,139,"{""confidence"": 0.43876474690964096}"
223,CONTAINS,140,141,"{""confidence"": 0.611999999999979}"
224,ADJACENT_TO,142,143,"{""confidence"": 0.4906452407510694}"
225,ADJACENT_TO,145,142,"{""confidence"": 0.646}"
226,ADJACENT_TO,146,142,"{""confidence"": 0.6080000000000001}"
227,ADJACENT_TO,143,144,"{""confidence"": 0.7053895705521473}"
228,ADJACENT_TO,145,143,"{""confidence"": 0.646}"
229,ADJACENT_TO,146,143,"{""confidence"": 0.6080000000000001}"
230,ADJACENT_TO,145,144,"{""confidence"": 0.646}"
231,ADJACENT_TO,146,144,"{""confidence"": 0.6080000000000001}"
232,CONTAINS,145,146,"{""confidence"": 0.611999999999995}"
233,ADJACENT_TO,149,147,"{""confidence"": 0.646}"
234,ADJACENT_TO,150,147,"{""confidence"": 0.6080000000000001}"
235,ADJACENT_TO,149,148,"{""confidence"": 0.646}"
236,ADJACENT_TO,150,148,"{""confidence"": 0.6080000000000001}"
237,CONTAINS,149,150,"{""confidence"": 0.6119999999999775}"
238,ADJACENT_TO,151,152,"{""confidence"": 0.5332290940986953}"
239,ADJACENT_TO,153,151,"{""confidence"": 0.646}"
240,ADJACENT_TO,154,151,"{""confidence"": 0.6080000000000001}"
241,ADJACENT_TO,153,152,"{""confidence"": 0.646}"
242,ADJACENT_TO,154,152,"{""confidence"": 0.6080000000000001}"
243,CONTAINS,153,154,"{""confidence"": 0.6119999999999776}"
244,ADJACENT_TO,157,155,"{""confidence"": 0.646}"
245,ADJACENT_TO,158,155,"{""confidence"": 0.6080000000000001}"
246,ADJACENT_TO,157,156,"{""confidence"": 0.646}"
247,ADJACENT_TO,158,156,"{""confidence"": 0.5852983257057895}"
248,CONTAINS,157,158,"{""confidence"": 0.6119999999999776}"
249,ADJACENT_TO,161,159,"{""confidence"": 0.646}"
250,ADJACENT_TO,162,159,"{""confidence"": 0.5710269725054746}"
251,ADJACENT_TO,161,160,"{""confidence"": 0.646}"
252,ADJACENT_TO,162,160,"{""confidence"": 0.6080000000000001}"
253,CONTAINS,161,162,"{""confidence"": 0.6119999999999776}"
254,ADJACENT_TO,164,165,"{""confidence"": 0.38462801654537837}"
255,ADJACENT_TO,164,168,"{""confidence"": 0.588129795843715}"
256,ADJACENT_TO,169,164,"{""confidence"": 0.646}"
257,ADJACENT_TO,170,164,"{""confidence"": 0.6080000000000001}"
258,ADJACENT_TO,165,168,"{""confidence"": 0.6579997332455596}"
259,ADJACENT_TO,169,165,"{""confidence"": 0.646}"
260,ADJACENT_TO,170,165,"{""confidence"": 0.6080000000000001}"
261,ADJACENT_TO,166,167,"{""confidence"": 0.716959676837755}"
262,ADJACENT_TO,166,168,"{""confidence"": 0.5088789469858265}"
263,ADJACENT_TO,169,166,"{""confidence"": 0.4614389404708776}"
264,ADJACENT_TO,169,167,"{""confidence"": 0.646}"
265,ADJACENT_TO,170,167,"{""confidence"": 0.6080000000000001}"
266,CONTAINS,169,170,"{""confidence"": 0.611999999999979}"
267,ADJACENT_TO,171,172,"{""confidence"": 0.3550815647186395}"
268,ADJACENT_TO,171,173,"{""confidence"": 0.6342911353799419}"
269,ADJACENT_TO,171,174,"{""confidence"": 0.4813826230585334}"
270,ADJACENT_TO,175,171,"{""confidence"": 0.646}"
271,ADJACENT_TO,176,171,"{""confidence"": 0.5850797419056801}"
272,ADJACENT_TO,172,173,"{""confidence"": 0.6644804317950965}"
273,ADJACENT_TO,172,174,"{""confidence"": 0.6515165090653566}"
274,ADJACENT_TO,175,172,"{""confidence"": 0.646}"
275,ADJACENT_TO,176,172,"{""confidence"": 0.6080000000000001}"
276,ADJACENT_TO,173,174,"{""confidence"": 0.35146182690979516}"
277,ADJACENT_TO,175,173,"{""confidence"": 0.646}"
278,ADJACENT_TO,176,173,"{""confidence"": 0.6080000000000001}"
279,ADJACENT_TO,175,174,"{""confidence"": 0.646}"
280,ADJACENT_TO,176,174,"{""confidence"": 0.6080000000000001}"
281,CONTAINS,175,176,"{""confidence"": 0.6119999999999775}"
282,ADJACENT_TO,179,181,"{""confidence"": 0.5949693054235736}"
283,ADJACENT_TO,182,180,"{""confidence"": 0.646}"
284,ADJACENT_TO,183,180,"{""confidence"": 0.6080000000000001}"
285,CONTAINS,182,183,"{""confidence"": 0.6119999999999961}"
286,ADJACENT_TO,185,186,"{""confidence"": 0.7003386136712751}"
287,ADJACENT_TO,190,185,"{""confidence"": 0.646}"
288,ADJACENT_TO,191,185,"{""confidence"": 0.6080000000000001}"
289,ADJACENT_TO,190,186,"{""confidence"": 0.646}"
290,ADJACENT_TO,191,186,"{""confidence"": 0.6080000000000001}"
291,ADJACENT_TO,187,188,"{""confidence"": 0.6873417818740396}"
292,ADJACENT_TO,190,187,"{""confidence"": 0.646}"
293,ADJACENT_TO,191,187,"{""confidence"": 0.49624357341341735}"
294,ADJACENT_TO,190,188,"{""confidence"": 0.646}"
295,ADJACENT_TO,191,188,"{""confidence"": 0.6080000000000001}"
296,CONTAINS,190,191,"{""confidence"": 0.6119999999999961}"
297,ADJACENT_TO,192,195,"{""confidence"": 0.722}"
298,ADJACENT_TO,196,192,"{""confidence"": 0.646}"
299,ADJACENT_TO,197,192,"{""confidence"": 0.6080000000000001}"
300,ADJACENT_TO,193,194,"{""confidence"": 0.3960972222222222}"
301,ADJACENT_TO,193,195,"{""confidence"": 0.5035376984126984}"
302,ADJACENT_TO,196,193,"{""confidence"": 0.646}"
303,ADJACENT_TO,197,193,"{""confidence"": 0.6080000000000001}"
304,ADJACENT_TO,196,194,"{""confidence"": 0.646}"
305,ADJACENT_TO,197,194,"{""confidence"": 0.6080000000000001}"
306,ADJACENT_TO,196,195,"{""confidence"": 0.646}"
307,ADJACENT_TO,197,195,"{""confidence"": 0.6080000000000001}"
308,CONTAINS,196,197,"{""confidence"": 0.6119999999999961}"
309,ADJACENT_TO,198,199,"{""confidence"": 0.6749568536454129}"
310,ADJACENT_TO,207,199,"{""confidence"": 0.4071876122744746}"
311,ADJACENT_TO,200,201,"{""confidence"": 0.6541776824663661}"
312,ADJACENT_TO,207,200,"{""confidence"": 0.646}"
313,ADJACENT_TO,208,200,"{""confidence"": 0.6080000000000001}"
314,ADJACENT_TO,207,201,"{""confidence"": 0.646}"
315,ADJACENT_TO,208,201,"{""confidence"": 0.6080000000000001}"
316,ADJACENT_TO,202,203,"{""confidence"": 0.7037897497982241}"
317,ADJACENT_TO,202,204,"{""confidence"": 0.7189649582997041}"
318,ADJACENT_TO,202,205,"{""confidence"": 0.6916495829970404}"
319,ADJACENT_TO,202,206,"{""confidence"": 0.7144123957492602}"
320,ADJACENT_TO,207,202,"{""confidence"": 0.576128839164858}"
321,ADJACENT_TO,208,202,"{""confidence"": 0.4054389074492784}"
322,ADJACENT_TO,203,204,"{""confidence"": 0.722}"
323,ADJACENT_TO,203,205,"{""confidence"": 0.6962021455474844}"
324,ADJACENT_TO,207,203,"{""confidence"": 0.646}"
325,ADJACENT_TO,208,203,"{""confidence"": 0.6080000000000001}"
326,ADJACENT_TO,204,205,"{""confidence"": 0.536862456281948}"
327,ADJACENT_TO,207,204,"{""confidence"": 0.646}"
328,ADJACENT_TO,208,204,"{""confidence"": 0.6080000000000001}"
329,ADJACENT_TO,205,206,"{""confidence"": 0.4018031006187783}"
330,ADJACENT_TO,207,205,"{""confidence"": 0.646}"
331,ADJACENT_TO,208,205,"{""confidence"": 0.6080000000000001}"
332,ADJACENT_TO,207,206,"{""confidence"": 0.646}"
333,ADJACENT_TO,208,206,"{""confidence"": 0.6080000000000001}"
334,CONTAINS,207,208,"{""confidence"": 0.6119999999999962}"
335,ADJACENT_TO,209,213,"{""confidence"": 0.6368196966738269}"
336,ADJACENT_TO,209,215,"{""confidence"": 0.3372200091128038}"
337,ADJACENT_TO,209,218,"{""confidence"": 0.4568390974218106}"
338,ADJACENT_TO,219,209,"{""confidence"": 0.646}"
339,ADJACENT_TO,220,209,"{""confidence"": 0.5999356739171561}"
340,ADJACENT_TO,210,211,"{""confidence"": 0.5839491635748227}"
341,ADJACENT_TO,210,212,"{""confidence"": 0.5369531341534854}"
342,ADJACENT_TO,210,214,"{""confidence"": 0.6485687040291609}"
343,ADJACENT_TO,210,215,"{""confidence"": 0.4870198528933149}"
344,ADJACENT_TO,210,218,"{""confidence"": 0.680070237173161}"
345,ADJACENT_TO,219,210,"{""confidence"": 0.646}"
346,ADJACENT_TO,220,210,"{""confidence"": 0.6080000000000001}"
347,ADJACENT_TO,211,212,"{""confidence"": 0.6691294669009961}"
348,ADJACENT_TO,211,213,"{""confidence"": 0.43414931979431054}"
349,ADJACENT_TO,219,211,"{""confidence"": 0.646}"
350,ADJACENT_TO,220,211,"{""confidence"": 0.6080000000000001}"
351,ADJACENT_TO,212,213,"{""confidence"": 0.5046433639263166}"
352,ADJACENT_TO,219,212,"{""confidence"": 0.6394517025783641}"
353,ADJACENT_TO,220,212,"{""confidence"": 0.49925693169372765}"
354,ADJACENT_TO,213,216,"{""confidence"": 0.3577807719846385}"
355,ADJACENT_TO,219,213,"{""confidence"": 0.646}"
356,ADJACENT_TO,220,213,"{""confidence"": 0.6080000000000001}"
357,ADJACENT_TO,214,218,"{""confidence"": 0.6536349706236588}"
358,ADJACENT_TO,219,214,"{""confidence"": 0.646}"
359,ADJACENT_TO,220,214,"{""confidence"": 0.6080000000000001}"
360,ADJACENT_TO,219,215,"{""confidence"": 0.646}"
361,ADJACENT_TO,220,215,"{""confidence"": 0.5858285648382957}"
362,ADJACENT_TO,216,217,"{""confidence"": 0.3401572609516369}"
363,ADJACENT_TO,219,216,"{""confidence"": 0.646}"
364,ADJACENT_TO,220,216,"{""confidence"": 0.6080000000000001}"
365,ADJACENT_TO,217,218,"{""confidence"": 0.5420194007479838}"
366,ADJACENT_TO,219,217,"{""confidence"": 0.646}"
367,ADJACENT_TO,220,217,"{""confidence"": 0.6080000000000001}"
368,ADJACENT_TO,219,218,"{""confidence"": 0.646}"
369,ADJACENT_TO,220,218,"{""confidence"": 0.5484846665941484}"
370,CONTAINS,219,220,"{""confidence"": 0.6119999999999846}"
371,ADJACENT_TO,221,222,"{""confidence"": 0.48622784391534374}"
372,ADJACENT_TO,225,221,"{""confidence"": 0.646}"
373,ADJACENT_TO,226,221,"{""confidence"": 0.4592269841269837}"
374,ADJACENT_TO,225,222,"{""confidence"": 0.646}"
375,ADJACENT_TO,226,222,"{""confidence"": 0.6080000000000001}"
376,ADJACENT_TO,225,223,"{""confidence"": 0.646}"
377,ADJACENT_TO,226,223,"{""confidence"": 0.6080000000000001}"
378,ADJACENT_TO,225,224,"{""confidence"": 0.37731398809523836}"
379,CONTAINS,225,226,"{""confidence"": 0.6119999999999961}"
380,ADJACENT_TO,228,229,"{""confidence"": 0.6998037218282513}"
381,ADJACENT_TO,230,228,"{""confidence"": 0.646}"
382,ADJACENT_TO,231,228,"{""confidence"": 0.6080000000000001}"
383,ADJACENT_TO,230,229,"{""confidence"": 0.646}"
384,ADJACENT_TO,231,229,"{""confidence"": 0.6080000000000001}"
385,CONTAINS,230,231,"{""confidence"": 0.611999999999979}"
386,ADJACENT_TO,232,233,"{""confidence"": 0.658408530696293}"
387,ADJACENT_TO,232,235,"{""confidence"": 0.3954181183658451}"
388,ADJACENT_TO,232,237,"{""confidence"": 0.6258099170537739}"
389,ADJACENT_TO,239,232,"{""confidence"": 0.646}"
390,ADJACENT_TO,240,232,"{""confidence"": 0.6080000000000001}"
391,ADJACENT_TO,233,234,"{""confidence"": 0.5632447905887621}"
392,ADJACENT_TO,233,235,"{""confidence"": 0.692196324488549}"
393,ADJACENT_TO,233,236,"{""confidence"": 0.40565951349070983}"
394,ADJACENT_TO,233,238,"{""confidence"": 0.40823232306553797}"
395,ADJACENT_TO,239,233,"{""confidence"": 0.646}"
396,ADJACENT_TO,240,233,"{""confidence"": 0.6080000000000001}"
397,ADJACENT_TO,234,235,"{""confidence"": 0.5811269958956325}"
398,ADJACENT_TO,234,236,"{""confidence"": 0.586915212526555}"
399,ADJACENT_TO,234,237,"{""confidence"": 0.5449255512867056}"
400,ADJACENT_TO,234,238,"{""confidence"": 0.6402412315600722}"
401,ADJACENT_TO,239,234,"{""confidence"": 0.646}"
402,ADJACENT_TO,240,234,"{""confidence"": 0.6080000000000001}"
403,ADJACENT_TO,235,236,"{""confidence"": 0.42354171879758024}"
404,ADJACENT_TO,235,238,"{""confidence"": 0.6824261377708865}"
405,ADJACENT_TO,239,235,"{""confidence"": 0.646}"
406,ADJACENT_TO,240,235,"{""confidence"": 0.6080000000000001}"
407,ADJACENT_TO,236,238,"{""confidence"": 0.6367444326923372}"
